RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area_Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject Effects,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,Census Tract,ZIP,County,County desc
7449857,201941434,1/4/2019 0:00,1857,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,186799680: 201941434,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,11/30/2012 0:00,6,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7449857,201941434,1/4/2019 0:00,1857,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,186799680: 201941434,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,3/20/2015 0:00,4,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7450077,201941915,1/5/2019 0:00,,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459013960: 201941915,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,3/21/2014 0:00,5,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7450077,201941915,1/5/2019 0:00,27,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459013960: 201941915,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/12/2014 0:00,4,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7450077,201941915,1/5/2019 0:00,,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459013960: 201941915,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,6/23/2017 0:00,2,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7450077,201941915,1/5/2019 0:00,,916 E KOENIG LN SVRD WB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459013960: 201941915,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/22/2017 0:00,1,3124180,10090535,4,-,78752,1,TRAVIS COUNTY
7467419,2019420021,2/11/2019 0:00,304,1218 BONNIE BRAE,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,169150612: 2019420021,NO COMPLAINT OF INJURY/PAIN,F,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6/23/2017 0:00,2,3134417,10103918,4,-,78753,1,TRAVIS COUNTY
7467419,2019420021,2/11/2019 0:00,304,1218 BONNIE BRAE,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,169150612: 2019420021,NO COMPLAINT OF INJURY/PAIN,F,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6/23/2017 0:00,2,3134417,10103918,4,-,78753,1,TRAVIS COUNTY
7467502,2019420630,2/11/2019 0:00,,500 E 7TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,72090084: 2019420630,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I DAYS,10/7/2011 0:00,7,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
7467502,2019420630,2/11/2019 0:00,,500 E 7TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,72090084: 2019420630,NO COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I DAYS,3/21/2014 0:00,5,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
7467582,2019420762,2/11/2019 0:00,,7417 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314311279: 2019420762,MINOR INJURY,M,B,N,,PASSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,6/20/2008 0:00,11,3126722,10095559,4,18.12,78752,1,TRAVIS COUNTY
7467582,2019420762,2/11/2019 0:00,,7417 N IH 35 SVRD NB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314311279: 2019420762,MINOR INJURY,M,B,N,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,3/23/2012 0:00,7,3126722,10095559,4,18.12,78752,1,TRAVIS COUNTY
7467676,2019420826,2/11/2019 0:00,,201 UNIVERSITY BLVD,88,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459330501: 2019420826,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,TACTICAL  INTEL UNIT,1/2/2009 0:00,10,3128814,10176932,,215.07,78664,2,WILLIAMSON COUNTY
7468594,2019421246,2/11/2019 0:00,1641,2525 W ANDERSON LN,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,167513356: 2019421246,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 400 REG I PATROL,3/23/2012 0:00,7,3116494,10102601,7,-,78757,1,TRAVIS COUNTY
7468594,2019421246,2/11/2019 0:00,1743,2525 W ANDERSON LN,BA,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,167513356: 2019421246,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 400 REG I PATROL,10/28/2016 0:00,2,3116494,10102601,7,-,78757,1,TRAVIS COUNTY
7467958,2019430057,2/12/2019 0:00,,3154 E SH 71 SVRD EB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459758517: 2019430057,NO COMPLAINT OF INJURY/PAIN,F,W,N,,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,7/8/2016 0:00,3,3146534,10047586,2,-,78617,1,TRAVIS COUNTY
7467958,2019430057,2/12/2019 0:00,111,3154 E SH 71 SVRD EB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459758517: 2019430057,NO COMPLAINT OF INJURY/PAIN,F,W,N,,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,12/22/2017 0:00,1,3146534,10047586,2,-,78617,1,TRAVIS COUNTY
7468065,2019430789,2/12/2019 0:00,,1201 BARBARA JORDAN BLVD,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459753093: 2019430789,NO COMPLAINT OF INJURY/PAIN,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 100 REG I PATROL,1/2/2009 0:00,10,3124601,10084923,9,-,78723,1,TRAVIS COUNTY
7468211,2019431359,2/12/2019 0:00,,1208 COMETA ST,CH,3-TACTICAL OPERATION [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,14745899: 2019431359,MINOR INJURY,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,5/25/2001 0:00,18,3130890,10075216,1,21.09,78721,1,TRAVIS COUNTY
7468211,2019431359,2/12/2019 0:00,1845,1208 COMETA ST,CH,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,14745899: 2019431359,MINOR INJURY,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,,SWAT SPECIAL OPERATIONS,10/19/2001 0:00,17,3130890,10075216,1,21.09,78721,1,TRAVIS COUNTY
7468211,2019431359,2/12/2019 0:00,,1208 COMETA ST,CH,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,23,14745899: 2019431359,MINOR INJURY,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,IMPACT MUNITION/RUBBER RND-ENTER # SHOTS,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,4,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,10/7/2011 0:00,7,3130890,10075216,1,21.09,78721,1,TRAVIS COUNTY
7468427,2019431911,2/12/2019 0:00,,1300 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459134274: 2019431911,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,10/28/2016 0:00,2,3117278,10063704,9,-,78741,1,TRAVIS COUNTY
7468427,2019431911,2/12/2019 0:00,5,1300 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459134274: 2019431911,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,12/22/2017 0:00,1,3117278,10063704,9,-,78741,1,TRAVIS COUNTY
7468683,2019441197,2/13/2019 0:00,,1301 W BEN WHITE BLVD SVRD EB,DA,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,339020805: 2019441197,NO COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 3,4/23/2010 0:00,9,3102867,10055574,5,20.02,78745,1,TRAVIS COUNTY
7468865,2019441323,2/13/2019 0:00,1724,BURTON DR / E RIVERSIDE DR,HE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,101318949: 2019441323,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,10/30/2015 0:00,3,3119525,10060752,3,-,78741,1,TRAVIS COUNTY
7468865,2019441323,2/13/2019 0:00,1724,BURTON DR / E RIVERSIDE DR,HE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,101318949: 2019441323,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 600 REGION III PATROL,12/22/2017 0:00,1,3119525,10060752,3,-,78741,1,TRAVIS COUNTY
7468744,2019441374,2/13/2019 0:00,1834,613 CONGRESS AVE,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459263886: 2019441374,NO COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3114500,10070899,9,-,78701,1,TRAVIS COUNTY
7468954,2019441917,2/13/2019 0:00,2315,1030 NORWOOD PARK BLVD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459771364: 2019441917,COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,NOT RESISTANT,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,9/1/2018 0:00,0,3129996,10096983,4,-,78753,1,TRAVIS COUNTY
7469048,2019450202,2/14/2019 0:00,500,1347 LAMAR SQUARE DR,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,171966960: 2019450202,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/12/2014 0:00,4,3107823,10065499,5,13,78704,1,TRAVIS COUNTY
7469048,2019450202,2/14/2019 0:00,,1347 LAMAR SQUARE DR,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,171966960: 2019450202,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3107823,10065499,5,13,78704,1,TRAVIS COUNTY
7469048,2019450202,2/14/2019 0:00,705,1347 LAMAR SQUARE DR,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,171966960: 2019450202,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3107823,10065499,5,13,78704,1,TRAVIS COUNTY
7469055,2019450293,2/14/2019 0:00,646,REAGAN HILL DR / CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,17433409: 2019450293,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,4/27/2007 0:00,12,3130031,10092700,4,-,78752,1,TRAVIS COUNTY
7469055,2019450293,2/14/2019 0:00,645,REAGAN HILL DR / CAMERON RD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,17433409: 2019450293,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,1/4/2008 0:00,11,3130031,10092700,4,-,78752,1,TRAVIS COUNTY
7469090,2019450346,2/14/2019 0:00,734,201 BARTON SPRINGS RD,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,99812899: 2019450346,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 100 REG IV PATROL,3/27/1998 0:00,21,3112966,10067329,9,-,78704,1,TRAVIS COUNTY
7469090,2019450346,2/14/2019 0:00,,201 BARTON SPRINGS RD,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,99812899: 2019450346,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,NO COMPLAINT OF INJURY/PAIN,DAVID 100 REG IV PATROL,7/8/2005 0:00,14,3112966,10067329,9,-,78704,1,TRAVIS COUNTY
7469413,2019450617,2/14/2019 0:00,,11612 PRAIRIE HEN LN,ED,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),3,167521447: 2019450617,COMPLAINT OF INJURY/PAIN,M,W,H,,PREPARATORY RESISTANCE,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,,1,,CAREER CRIMINAL UNIT,4/23/2010 0:00,9,3126327,10116635,7,18.44,78758,1,TRAVIS COUNTY
7469609,2019450679,2/14/2019 0:00,,7802 BIXLER DR,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,373883745: 2019450679,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,NOT RESISTANT,,,,,,,,DAVID DISTRICT REPS REG IV PARTOL,9/24/1999 0:00,19,3114694,10032320,2,24.26,78744,1,TRAVIS COUNTY
7469461,2019451305,2/14/2019 0:00,1714,E 6TH ST / BRAZOS ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,373691638: 2019451305,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,12/12/2014 0:00,4,3114741,10070624,9,-,78701,1,TRAVIS COUNTY
7469461,2019451305,2/14/2019 0:00,,E 6TH ST / BRAZOS ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,373691638: 2019451305,NO COMPLAINT OF INJURY/PAIN,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3114741,10070624,9,-,78701,1,TRAVIS COUNTY
7469461,2019451305,2/14/2019 0:00,1750,E 6TH ST / BRAZOS ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,373691638: 2019451305,NO COMPLAINT OF INJURY/PAIN,M,B,N,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,11/13/2015 0:00,3,3114741,10070624,9,-,78701,1,TRAVIS COUNTY
7469621,2019451571,2/14/2019 0:00,2011,E DEAN KEETON ST / RED RIVER ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,34,459771828: 2019451571,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,7/8/2016 0:00,3,3119218,10077816,1,-,78705,1,TRAVIS COUNTY
7469621,2019451571,2/14/2019 0:00,2011,E DEAN KEETON ST / RED RIVER ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459771828: 2019451571,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,6/23/2017 0:00,2,3119218,10077816,1,-,78705,1,TRAVIS COUNTY
7469733,2019460051,2/15/2019 0:00,249,2503 SHILOH DR,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459589363: 2019460051,NO COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11/30/2012 0:00,6,3090651,10043537,5,-,78745,1,TRAVIS COUNTY
7469733,2019460051,2/15/2019 0:00,,2503 SHILOH DR,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459589363: 2019460051,NO COMPLAINT OF INJURY/PAIN,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,3/22/2013 0:00,6,3090651,10043537,5,-,78745,1,TRAVIS COUNTY
7469643,2019460101,2/15/2019 0:00,134,200 W 4TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459771901: 2019460101,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 3 REG III HWY ENFORCEMENT,1/2/2009 0:00,10,3113639,10070272,9,-,78701,1,TRAVIS COUNTY
7469643,2019460101,2/15/2019 0:00,540,200 W 4TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459771901: 2019460101,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,3/22/2013 0:00,6,3113639,10070272,9,-,78701,1,TRAVIS COUNTY
7469643,2019460101,2/15/2019 0:00,,200 W 4TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459771901: 2019460101,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,3/21/2014 0:00,5,3113639,10070272,9,-,78701,1,TRAVIS COUNTY
7469643,2019460101,2/15/2019 0:00,525,200 W 4TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459771901: 2019460101,MINOR INJURY,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,3/21/2014 0:00,5,3113639,10070272,9,-,78701,1,TRAVIS COUNTY
